id,input_text,stage_a_predictions,stage_b_predictions,route_to_stage_c,accepted_predictions,stage_c_route_reason,stage_b_probabilities
3455,Dubai Maritime City Authority to allow crew changes in Dubai ports Industry sources on July 16 report that a circular from Dubai Maritime City Authority issued on July 16 showed that crew change in Dubai ports and anchorages is now possible subject to compliance with the Dubai Health Authority Covid-19 guidelines and scheduled flights in the UAE. The UAE was one of the signatories to last week’s UK-convened international summit on crew change.,[],"[""maritime_security_navigation_disruption""]",False,"[""maritime_security_navigation_disruption""]",stage_a_empty_stage_b_confident,"{""weather_disruption"": 0.020313, ""natural_disaster"": 0.011114, ""port_operational_disruption"": 0.233032, ""port_closure"": 0.040981, ""labor_strike_disruption"": 0.248981, ""maritime_security_navigation_disruption"": 0.981502}"
2275,"Southwest London - South Western Railway drivers have suspended their strike. Incident closed. Media source are reporting that South Western Railway drivers suspended a planned strike throughout southwest London. A series of strikes were expected in regards to a dispute over having guards on trains; however, the strike was lifted after significant progress was made during a meeting. This incident is closed.","[""labor_strike_disruption""]","[""labor_strike_disruption""]",False,"[""labor_strike_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.103587, ""natural_disaster"": 0.114519, ""port_operational_disruption"": 0.053212, ""port_closure"": 0.039453, ""labor_strike_disruption"": 0.985526, ""maritime_security_navigation_disruption"": 0.02113}"
4611,"UPDATE 10 - Cargo transportation strike concludes in Sindh following successful negotiations Updated sources indicated that the indefinite cargo transportation strike has ended in Sindh province following successful negotiations between the UGTA and Governor Imran Ismail. The strike has not only caused suppliers and businessmen to face challenges in transporting goods to their destinations; the national economy is being affected as the strike has now hit Lahore, Faisalabad, Multan and other parts of the country. Updated sources indicated that cargo supplies from Karachi to other parts of the country also remained suspended; thus, cargo transportation has been completely halted until the problem has been solved. Approximately PKR 350 million (USD 2,253,905; EUR 2,039,314) worth of shipping charges have been accrued over the duration of the strike. The strike was called due to stalled negotiations with the government regarding a number of demands, including removal of Murad Saeed as a federal minister for communication for his lack of competency. Despite this development in Sindh, cargo disruptions are anticipated to persist for the foreseeable future.","[""labor_strike_disruption""]","[""labor_strike_disruption""]",False,"[""labor_strike_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.012711, ""natural_disaster"": 0.049211, ""port_operational_disruption"": 0.259844, ""port_closure"": 0.014278, ""labor_strike_disruption"": 0.926044, ""maritime_security_navigation_disruption"": 0.562411}"
2713,UPDATE 4: Average waiting times of 12-24 hours reported at Port of Ningbo Updated shipping sources indicate on November 15 that average waiting times for vessels berthing at the Port of Ningbo are still between 12-24 hours and will be the same for the next 3 days.,"[""port_operational_disruption""]","[""port_operational_disruption""]",False,"[""port_operational_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.210199, ""natural_disaster"": 0.006617, ""port_operational_disruption"": 0.978479, ""port_closure"": 0.132091, ""labor_strike_disruption"": 0.016339, ""maritime_security_navigation_disruption"": 0.022182}"
4515,UPDATE 1 - Port of Kaohsiung to close for 2-days during Lunar New Year period Updated shipping sources report on January 22 that the port will be closed from January 24 at 16.00 local time until 08.00 of January 26 due to Lunar New Year. Previous reports suggested that the laden yard was full at the Port of Kaohsiung. The average waiting time for vessels to berth is likely to be around 24-hours.,"[""port_operational_disruption""]","[""port_operational_disruption"", ""port_closure""]",True,[],predictions_disagree,"{""weather_disruption"": 0.377503, ""natural_disaster"": 0.021786, ""port_operational_disruption"": 0.595657, ""port_closure"": 0.848472, ""labor_strike_disruption"": 0.036471, ""maritime_security_navigation_disruption"": 0.307993}"
3876,Operations resume at Port of Kaohsiung on August 11 following Tropical Storm Mekkhala Shipping sources indicated on August 13 that port operations resumed at the Port of Kaohsiung on August 11 06:45 local time after vessels were instructed to evacuate the berth by August 10 14:00 local time for sheltering from Tropical Storm Mekkhala.,"[""weather_disruption""]","[""weather_disruption"", ""port_operational_disruption"", ""port_closure""]",True,[],predictions_disagree,"{""weather_disruption"": 0.704676, ""natural_disaster"": 0.003923, ""port_operational_disruption"": 0.713898, ""port_closure"": 0.836141, ""labor_strike_disruption"": 0.020317, ""maritime_security_navigation_disruption"": 0.544319}"
4484,"UPDATE 1 - Operations at Port of Dalian halted due to low visibility Industry sources on April 30 indicate that operations at the Port of Dalian have been halted since 05:50 local time due to dense fog in the area. The situation was expected to improve throughout the day, but low visibility is expected again from May 1 morning to afternoon and May 2 evening to May 3 morning. Customers can expect increased waiting times and delays in processing due to suspended cargo operations.","[""port_operational_disruption""]","[""weather_disruption"", ""port_operational_disruption"", ""port_closure""]",True,[],predictions_disagree,"{""weather_disruption"": 0.889418, ""natural_disaster"": 0.006728, ""port_operational_disruption"": 0.730573, ""port_closure"": 0.832919, ""labor_strike_disruption"": 0.105604, ""maritime_security_navigation_disruption"": 0.096676}"
2539,"UPDATE - Australia: Thunderstorms result in flash flooding and power outages in Sydney Updated reports say that thunderstorms in and around Sydney on Friday evening have resulted in widespread power outages and flash flooding. Parramatta was worst affected, where many roads were inundated and several drivers needed to be rescued. In Guildford, 61 millimetres of rain fell in around an hour. Sydney Olympic Park received 40mm of rainfall in 40 minutes. Elsewhere, 50mm fell at West Pennant Hills, 40mm at Peakhurst and 36mm at Chatswood. Endeavour Energy has said that approximately 27,800 homes in western Sydney will remain without power until Saturday morning. Some 250 electrical hazards had been reported since the storm hit. A severe thunderstorm warning for heavy rain, damaging winds and large hailstones remains in place.","[""weather_disruption""]","[""weather_disruption""]",False,"[""weather_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.982752, ""natural_disaster"": 0.116483, ""port_operational_disruption"": 0.071249, ""port_closure"": 0.008391, ""labor_strike_disruption"": 0.049824, ""maritime_security_navigation_disruption"": 0.021629}"
4645,"UPDATE 2 - Average waiting times of 12 hours expected at Port of Yantian from August 9 On August 7, updated shipping sources reported that average waiting times for vessels calling at the Port of Yantian are expected to be around 12 hours from August 9.","[""port_operational_disruption""]","[""port_operational_disruption""]",False,"[""port_operational_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.212433, ""natural_disaster"": 0.032352, ""port_operational_disruption"": 0.879022, ""port_closure"": 0.087612, ""labor_strike_disruption"": 0.019085, ""maritime_security_navigation_disruption"": 0.032434}"
1676,"In London, around 100,000 people took part in the global climate strike,... In London, around 100,000 people took part in the global climate strike, with thousands also participating in Edinburgh, Brighton and in over 200 events across the UK.","[""labor_strike_disruption""]","[""labor_strike_disruption""]",False,"[""labor_strike_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.072029, ""natural_disaster"": 0.033096, ""port_operational_disruption"": 0.029273, ""port_closure"": 0.003134, ""labor_strike_disruption"": 0.981427, ""maritime_security_navigation_disruption"": 0.061475}"
5373,"Port workers’ assembly to disrupt operations on October 21 in Port of Barcelona Shipping sources on October 19 report that port workers in APM Terminals in Barcelona will stage an assembly between 06:00 and 14:00 local time on October 21, likely disrupting landside and vessel operations.",[],"[""port_operational_disruption"", ""labor_strike_disruption""]",False,"[""port_operational_disruption"", ""labor_strike_disruption""]",stage_a_empty_stage_b_confident,"{""weather_disruption"": 0.040215, ""natural_disaster"": 0.003137, ""port_operational_disruption"": 0.731477, ""port_closure"": 0.27312, ""labor_strike_disruption"": 0.754302, ""maritime_security_navigation_disruption"": 0.345048}"
