dataset_split,row_index,id,inspected_risk,error_type,selection,Headline,Details,Category,Summarized_label,maritime_label,true_risks,stage_a_predictions,risk_score,matched_strong_evidence,matched_supporting_evidence,applied_context_bonuses,prediction_explanation
validation,989,1900,weather_disruption,false_positive,complete,North Channel pilot service suspended due to strong wind at the Port of Shanghai,"Shipping sources indicate on November 28 that the North Channel pilot service has been suspended due to strong winds, from the evening of November 27 until the morning of November 28. According to sources, the risk of port closure is moderate.",Port Closure,Weather,False,"[""port_closure""]","[""weather_disruption"", ""port_closure""]",4,"[{""rule_id"": ""severe_wind"", ""label"": ""severe/strong/high wind"", ""match"": ""strong wind"", ""weight"": 3, ""span"": [45, 56]}]","[{""rule_id"": ""wind"", ""label"": ""wind"", ""match"": ""winds"", ""weight"": 1, ""span"": [192, 197]}]","{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",predicted: score 4 >= 3 with required context satisfied
validation,2326,1651,port_operational_disruption,false_negative,complete,"Hong Kong: Marine rescue ongoing following oil tanker blaze off the coast of Lamma Island, south of Hong Kong","Chinese media sources have confirmed that a marine rescue is occurring off the coast of Lamma Island, south of Hong Kong, due to an oil tanker fire today, 8 January. Initial reports suggest one fatality occurred during the blaze and 21 people have been rescued in the water one nautical mile south of Lamma Island. Sources indicate subsequent explosions have occurred due to the fire and further rescue operations are continuing. Fire suppression operations are ongoing and marine disruptions are likely due to the presence of emergency crews in the water. The reason for the fire has yet to be confirmed. Clients should expect marine disruptions near the area and are advised to monitor local media for additional information.","Bomb Detonation / Explosion, Port Congestion, Maritime Accident, Miscellaneous Events, Non-industrial Fire",Accident,False,"[""port_operational_disruption""]",[],0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",rejected: no rule evidence
validation,2767,259,weather_disruption,false_positive,complete,Forecast of heavy rain may impact vessel operations in South India,"Shipping sources currently indicate that heavy rain in southern India is likely to impact vessel operations at Indian ports, including Kochi and Chennai, for the next 2-3 days. Customers should expect delays due to lower productivity at port terminals.","Port Disruption,Port Congestion",Weather,True,"[""port_operational_disruption""]","[""weather_disruption""]",4,"[{""rule_id"": ""heavy_rain"", ""label"": ""heavy rain/rainfall"", ""match"": ""heavy rain"", ""weight"": 3, ""span"": [12, 22]}]","[{""rule_id"": ""rain"", ""label"": ""rain"", ""match"": ""rain"", ""weight"": 1, ""span"": [114, 118]}]","{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",predicted: score 4 >= 3 with required context satisfied
validation,2767,259,port_operational_disruption,false_negative,complete,Forecast of heavy rain may impact vessel operations in South India,"Shipping sources currently indicate that heavy rain in southern India is likely to impact vessel operations at Indian ports, including Kochi and Chennai, for the next 2-3 days. Customers should expect delays due to lower productivity at port terminals.","Port Disruption,Port Congestion",Weather,True,"[""port_operational_disruption""]","[""weather_disruption""]",2,[],"[{""rule_id"": ""delay"", ""label"": ""delay"", ""match"": ""delays"", ""weight"": 1, ""span"": [265, 271]}]","{""text_context"": 1, ""maritime_metadata"": 0, ""context_matches"": [""vessel""]}",rejected: score 2 < 4
validation,2044,5485,maritime_security_navigation_disruption,false_negative,complete,THE Alliance blanks week 45 and 48 EC3 service,"Sources indicated on October 16 that THE Alliance (consisting of Hyundai Merchant Marine, Hapag-Lloyd, Ocean Network Express, and Yang Ming) has blanked its week 45 and 48 EC3 service. The following ports of call are understood to be affected: 

Ningbo – Shanghai – Pusan – (Panama Canal) – Caribbean hub – Savannah – Norfolk – Charleston – Caribbean hub – (Panama Canal) – Panama Pacific Call – Pusan – Ningbo",Maritime Advisory,Administrative Issue,False,"[""maritime_security_navigation_disruption""]",[],0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": [""marine""]}",rejected: no rule evidence
validation,863,3562,port_operational_disruption,false_negative,complete,General strike in Belgium only causes minor disruptions at the Port of Antwerp,"On January 28, media sources indicate that the general strike in Belgium initiated by labour union FGTB on January 28 has only caused minor disruptions at the Port of Antwerp so far. The majority of disruptions has reportedly taken place at the Watergates, not along the port’s container terminals. In the morning, around 30 ships were waiting to be allowed into the port, while authorities expected the number to rise to around 60 throughout the day. Any delays caused by the strike are expected to subside within 24 hours after the strike ends.",Port Disruption,Worker Strike,True,"[""port_operational_disruption""]","[""labor_strike_disruption""]",2,[],"[{""rule_id"": ""delay"", ""label"": ""delay"", ""match"": ""delays"", ""weight"": 1, ""span"": [528, 534]}]","{""text_context"": 1, ""maritime_metadata"": 0, ""context_matches"": [""port""]}",rejected: score 2 < 4
validation,863,3562,labor_strike_disruption,false_positive,complete,General strike in Belgium only causes minor disruptions at the Port of Antwerp,"On January 28, media sources indicate that the general strike in Belgium initiated by labour union FGTB on January 28 has only caused minor disruptions at the Port of Antwerp so far. The majority of disruptions has reportedly taken place at the Watergates, not along the port’s container terminals. In the morning, around 30 ships were waiting to be allowed into the port, while authorities expected the number to rise to around 60 throughout the day. Any delays caused by the strike are expected to subside within 24 hours after the strike ends.",Port Disruption,Worker Strike,True,"[""port_operational_disruption""]","[""labor_strike_disruption""]",5,"[{""rule_id"": ""strike"", ""label"": ""strike action"", ""match"": ""strike"", ""weight"": 3, ""span"": [8, 14]}]","[{""rule_id"": ""labor_group"", ""label"": ""workers/union/seamen/tugboat workers"", ""match"": ""union"", ""weight"": 1, ""span"": [171, 176]}]","{""text_context"": 1, ""maritime_metadata"": 0, ""context_matches"": [""port""]}",predicted: score 5 >= 4 with required context satisfied
validation,898,1476,weather_disruption,false_positive,complete,Dredging work may delay shipping operations at Port of Genoa,Shipping sources report on November 20 that operations at the Port of Genoa are likely to be disrupted from strong winds. The port is also currently undergoing dredging works since November 15 which may also disrupt shipping operations at the port. The expected duration of the works will be 15 working days. Expect possible impacts on arrival and departure time.,Port Disruption,Weather,False,"[""port_operational_disruption""]","[""weather_disruption""]",3,"[{""rule_id"": ""severe_wind"", ""label"": ""severe/strong/high wind"", ""match"": ""strong winds"", ""weight"": 3, ""span"": [169, 181]}]",[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",predicted: score 3 >= 3 with required context satisfied
validation,898,1476,port_operational_disruption,false_negative,complete,Dredging work may delay shipping operations at Port of Genoa,Shipping sources report on November 20 that operations at the Port of Genoa are likely to be disrupted from strong winds. The port is also currently undergoing dredging works since November 15 which may also disrupt shipping operations at the port. The expected duration of the works will be 15 working days. Expect possible impacts on arrival and departure time.,Port Disruption,Weather,False,"[""port_operational_disruption""]","[""weather_disruption""]",2,[],"[{""rule_id"": ""delay"", ""label"": ""delay"", ""match"": ""delay"", ""weight"": 1, ""span"": [18, 23]}]","{""text_context"": 1, ""maritime_metadata"": 0, ""context_matches"": [""port""]}",rejected: score 2 < 4
validation,643,1602,weather_disruption,false_positive,complete,Heavy rain causes disruptions at Port of Colombo,Local sources on January 2 indicate that intermittent rains at the Port of Colombo are impacting vessel operations. Port congestion with an average vessels' dwell time of about 24-hours are likely as a result of the disruption.,"Port Disruption,Port Congestion",Weather,False,"[""port_operational_disruption""]","[""weather_disruption"", ""port_operational_disruption""]",4,"[{""rule_id"": ""heavy_rain"", ""label"": ""heavy rain/rainfall"", ""match"": ""heavy rain"", ""weight"": 3, ""span"": [0, 10]}]","[{""rule_id"": ""rain"", ""label"": ""rain"", ""match"": ""rains"", ""weight"": 1, ""span"": [103, 108]}]","{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",predicted: score 4 >= 3 with required context satisfied
validation,945,1112,maritime_security_navigation_disruption,false_negative,complete,"At Ulsan port, a cargo ship caught fire; 18 people have been reported...","At Ulsan port, a cargo ship caught fire; 18 people have been reported injured so far.","Ground Transportation Advisory, Maritime Advisory, Death / Injury, Individuals in Focus",Accident,False,"[""maritime_security_navigation_disruption""]",[],0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": [""port""]}",rejected: no rule evidence
validation,1992,2699,weather_disruption,false_positive,complete,UPDATE 2: Slight decrease in vessels’ waiting time at Port of Shanghai,"Shipping sources report on December 4 that average waiting time for vessels at the Port of Shanghai had slightly decreased, currently; it stands at 0.5 to 1 day from the previous waiting time of 1.5 days. Strong winds are forecasted to impact the port from the morning of December 6 until the evening.",Port Congestion,Weather,False,"[""port_operational_disruption""]","[""weather_disruption"", ""port_operational_disruption""]",3,"[{""rule_id"": ""severe_wind"", ""label"": ""severe/strong/high wind"", ""match"": ""strong winds"", ""weight"": 3, ""span"": [272, 284]}]",[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",predicted: score 3 >= 3 with required context satisfied
validation,1786,3853,labor_strike_disruption,false_negative,complete,Ongoing Tensions Sustain the Risk of Clashes at Weekend Protests in Europe over Racial Justice,"Protest activity in recent weeks related to the Black Lives Matter movement and associated local grievances in several European countries is planned to continue through the coming weekend. Hotspots of recent protest activity with flare-ups around demonstrations, such as in London and Paris, are likely to remain so. Police in Paris have prohibited three demonstrations planned for Saturday, though gatherings are likely to occur regardless of the prohibition, raising the potential for confrontations and clashes with authorities. Potentially adding to tensions, the French government walked back plans to prohibit chokeholds by police until a replacement method is found. Additional clashes between opposing groups in London may occur, while police may take swift action to quell unruly behavior. London authorities have arrested nearly 230 people in connection to protests in recent weeks. Some prominent German politicians have rejected alleged systemic racism among police forces, and disputes over calls for reform can further demonstration activity in the near term. As well as central squares, government buildings, and US diplomatic facilities in several European countries, protests and associated escalations have frequently occurred around controversial statues and other symbols. Sites connected with colonial history have been common targets of condemnation. 



Assessment: The bulk of demonstrators have been peaceful, though clashes with counter-protesters and police remain a risk. Authorities continue to be challenged by allowing peaceful protest while trying to deter actions that could result in unrest, as well as the ongoing difficulty of large crowds developing while COVID-19 restrictions on gatherings remain in effect. Scrutiny over policing methods and accusations of systemic racism are likely to prompt additional demonstrations by officers, and discontent among officers could results in actions such as increased sick calls, as has occurred in limited instances in the United States. Recent protests over alleged police violence and racial inequalities have also drawn attention to the lack of official data held by countries such as France and Germany, due to policies against the collection of ethnicity in demographic data, that could underscore disparities. With mobilizations continuing over the coming days, it is advised to avoid protest activity as a precaution and to anticipate potential disruption in proximity to demonstrations.","Miscellaneous Strikes, Protest / Riot, Public Safety / Security",Worker Strike,False,"[""labor_strike_disruption""]",[],0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",rejected: no rule evidence
